FID;SID;X;Y;Z;Radius
3;10;77.100;90.400;40.600;0.741
3;10;77.200;88.500;40.900;0.747
3;10;77.300;86.500;41.200;0.753
3;10;77.300;84.500;41.500;0.759
3;10;77.400;82.300;41.700;0.765
3;10;77.500;80.000;42.000;0.772
3;10;77.700;77.700;42.200;0.778
3;10;77.800;75.200;42.500;0.785
3;10;77.900;72.700;42.700;0.793
3;10;78.000;70.000;42.900;0.800
